Date,Open,High,Low,Close,Adj Close,Volume
2002-07-29,81.750000,84.099998,81.519997,83.849998,40.189644,113300
2002-08-05,84.040001,84.879997,83.220001,84.879997,40.683308,243100
2002-08-12,85.300003,87.900002,84.820000,85.059998,40.769604,409600
2002-08-19,85.050003,86.290001,84.709999,85.900002,41.172226,182600
2002-08-26,85.699997,87.129997,85.199997,87.080002,41.737797,557600
2002-09-02,87.080002,88.650002,87.000000,87.459999,41.919888,956800
2002-09-09,87.500000,88.940002,86.750000,88.779999,42.735645,796000
2002-09-16,89.199997,89.769997,88.360001,89.300003,42.985977,568400
2002-09-23,90.000000,90.940002,88.610001,90.040001,43.342224,1269500
2002-09-30,90.660004,90.900002,88.400002,89.510002,43.087097,807200
2002-10-07,89.900002,90.519997,88.059998,88.379997,42.705139,1886500
2002-10-14,88.500000,88.550003,84.279999,85.370003,41.250717,1133100
2002-10-21,85.500000,85.599998,84.080002,85.379997,41.255562,953400
2002-10-28,85.559998,86.930000,85.199997,85.980003,41.545483,892500
2002-11-04,85.480003,88.650002,84.910004,88.440002,42.926685,977400
2002-11-11,88.550003,89.150002,86.260002,87.110001,42.281097,897700
2002-11-18,87.019997,88.230003,85.860001,86.040001,41.761803,899400
2002-11-25,86.000000,87.019997,84.959999,85.550003,41.523941,1023300
2002-12-02,84.360001,87.089996,84.150002,86.169998,41.824894,1174600
2002-12-09,86.199997,87.650002,86.169998,86.529999,42.191441,1277300
2002-12-16,86.900002,87.559998,85.680000,87.379997,42.605900,773600
2002-12-23,87.360001,89.029999,86.250000,89.029999,43.410442,274500
2002-12-30,88.900002,89.330002,85.830002,86.480003,42.167091,887600
2003-01-06,86.169998,87.139999,85.019997,85.540001,41.918243,648200
2003-01-13,85.540001,87.239998,85.400002,86.949997,42.609207,437400
2003-01-20,86.879997,88.440002,86.800003,87.970001,43.109039,610600
2003-01-27,87.900002,88.209999,86.980003,88.059998,43.153145,1117500
2003-02-03,87.669998,88.699997,87.309998,88.419998,43.329540,703500
2003-02-10,88.120003,89.180000,87.430000,87.809998,43.181679,1726900
