Date,Open,High,Low,Close,Adj Close,Volume
1993-01-25,43.968750,43.968750,43.750000,43.937500,24.684107,1003200
1993-02-01,43.968750,45.093750,43.968750,44.968750,25.263466,2234800
1993-02-08,44.968750,45.125000,44.531250,44.593750,25.052792,1159800
1993-02-15,44.468750,44.468750,42.812500,43.562500,24.473431,998700
1993-02-22,43.687500,44.437500,43.468750,44.406250,24.947445,1024300
1993-03-01,44.562500,45.187500,44.218750,44.750000,25.140568,658500
1993-03-08,44.843750,45.843750,44.812500,45.093750,25.333689,1129000
1993-03-15,45.062500,45.500000,44.968750,45.031250,25.298565,489600
1993-03-22,44.593750,45.250000,44.562500,44.906250,25.347502,487400
1993-03-29,44.937500,45.468750,44.093750,44.093750,24.888876,443600
1993-04-05,44.437500,44.531250,44.062500,44.281250,24.994711,510700
1993-04-12,44.718750,45.156250,44.656250,44.937500,25.365135,810700
1993-04-19,44.937500,45.062500,43.687500,43.750000,24.694843,708100
1993-04-26,43.781250,44.281250,43.281250,44.031250,24.853590,478800
1993-05-03,44.093750,44.750000,43.906250,44.343750,25.029982,461300
1993-05-10,44.406250,44.687500,43.968750,44.000000,24.835966,380100
1993-05-17,44.125000,45.250000,43.843750,44.750000,25.259306,509000
1993-05-24,44.843750,45.656250,44.843750,45.218750,25.523884,457600
1993-05-31,45.375000,45.812500,45.093750,45.281250,25.559175,102200
1993-06-07,45.375000,45.375000,44.718750,45.093750,25.453344,934500
1993-06-14,45.156250,45.187500,44.500000,44.500000,25.118198,633400
1993-06-21,44.625000,44.906250,44.218750,44.781250,25.456085,682900
1993-06-28,45.000000,45.281250,44.531250,44.687500,25.402792,1976100
1993-07-05,44.625000,44.968750,44.156250,44.968750,25.562675,1216500
1993-07-12,44.906250,45.187500,44.656250,44.750000,25.438322,2040800
1993-07-19,44.750000,44.843750,44.468750,44.718750,25.420557,1318000
1993-07-26,44.843750,45.218750,44.781250,44.843750,25.491606,651200
1993-08-02,44.906250,45.187500,44.843750,44.968750,25.562675,996000
1993-08-09,45.093750,45.343750,44.906250,45.125000,25.651478,2382500
1993-08-16,45.156250,45.875000,45.156250,45.812500,26.042303,1134600
1993-08-23,45.625000,46.531250,45.625000,46.250000,26.291016,677000
1993-08-30,46.281250,46.593750,46.250000,46.375000,26.362064,1489400
1993-09-06,46.375000,46.437500,45.593750,46.406250,26.379829,812000
1993-09-13,46.562500,46.562500,45.750000,45.812500,26.042303,607600
1993-09-20,45.875000,45.968750,44.812500,45.781250,26.186697,957700
1993-09-27,46.125000,46.312500,45.812500,46.156250,26.401188,775900
1993-10-04,46.218750,46.375000,45.718750,46.062500,26.347555,1798000
1993-10-11,46.156250,47.156250,46.156250,47.062500,26.919561,2243000
1993-10-18,47.031250,47.031250,46.375000,46.375000,26.526323,2279800
1993-10-25,46.406250,46.968750,46.281250,46.843750,26.794422,629400
1993-11-01,46.781250,47.000000,45.531250,46.062500,26.347555,1271200
1993-11-08,46.093750,46.750000,45.968750,46.593750,26.651445,858100
1993-11-15,46.687500,46.812500,46.218750,46.312500,26.490564,1122300
1993-11-22,46.187500,46.593750,45.875000,46.500000,26.597822,1352000
1993-11-29,46.625000,46.718750,46.250000,46.718750,26.722935,1784700
1993-12-06,46.781250,46.937500,46.500000,46.593750,26.651445,1164400
1993-12-13,46.593750,46.906250,46.375000,46.562500,26.633570,580600
1993-12-20,46.531250,46.843750,46.406250,46.750000,26.923861,1218600
1993-12-27,46.750000,47.156250,46.562500,46.593750,26.833874,2127200
1994-01-03,46.593750,47.062500,46.406250,47.031250,27.085835,2812600
1994-01-10,47.093750,47.593750,46.968750,47.406250,27.301807,1428800
1994-01-17,47.406250,47.531250,47.250000,47.375000,27.283804,751600
1994-01-24,47.343750,48.031250,47.093750,47.875000,27.571762,1530300
1994-01-31,48.062500,48.312500,46.968750,46.968750,27.049852,2794300
1994-02-07,46.843750,47.437500,46.812500,47.156250,27.157837,2252500
1994-02-14,47.062500,47.687500,46.750000,46.875000,26.995850,4060100
1994-02-21,47.000000,47.437500,46.562500,46.812500,26.959864,1848300
1994-02-28,46.937500,47.062500,45.906250,46.687500,26.887861,2157100
1994-03-07,46.843750,47.000000,46.406250,46.843750,26.977850,4704200
1994-03-14,47.031250,47.312500,46.718750,46.968750,27.049852,2048500
1994-03-21,46.812500,47.062500,45.937500,45.937500,26.608555,2760400
1994-03-28,46.000000,46.062500,43.531250,44.593750,25.830196,3368300
1994-04-04,43.343750,45.125000,43.343750,44.687500,25.884502,5231300
1994-04-11,44.812500,45.062500,44.250000,44.593750,25.830196,2783800
1994-04-18,44.640625,45.046875,43.984375,44.859375,25.984058,1851400
1994-04-25,44.843750,45.359375,44.812500,45.093750,26.119827,1562500
1994-05-02,45.093750,45.718750,44.593750,44.750000,25.920704,1736400
1994-05-09,44.625000,44.843750,44.171875,44.515625,25.784956,1919800
1994-05-16,44.609375,45.859375,44.500000,45.562500,26.391342,2646800
1994-05-23,45.515625,45.937500,45.343750,45.875000,26.572336,2082100
1994-05-30,45.734375,46.390625,45.562500,46.234375,26.780508,966000
1994-06-06,46.328125,46.468750,45.781250,46.109375,26.708109,515400
1994-06-13,46.046875,46.562500,45.812500,45.875000,26.572336,861300
1994-06-20,45.546875,45.625000,44.000000,44.062500,25.691221,1832800
1994-06-27,44.234375,45.015625,44.015625,44.562500,25.982750,6744100
1994-07-04,44.656250,44.984375,44.468750,44.906250,26.183199,501900
1994-07-11,44.937500,45.484375,44.515625,45.390625,26.465616,1457300
1994-07-18,45.390625,45.578125,45.062500,45.343750,26.438272,1105000
1994-07-25,45.359375,46.046875,45.171875,45.906250,26.766254,1981000
1994-08-01,45.937500,46.375000,45.656250,45.781250,26.693373,1506000
1994-08-08,45.828125,46.343750,45.718750,46.328125,27.012232,2335100
1994-08-15,46.375000,46.734375,46.156250,46.421875,27.066881,2272300
1994-08-22,46.437500,47.781250,46.281250,47.687500,27.804840,1089900
1994-08-29,47.812500,47.984375,47.218750,47.296875,27.577087,1136700
1994-09-05,47.265625,47.562500,46.812500,47.000000,27.403967,1030900
1994-09-12,47.000000,47.640625,46.781250,47.015625,27.413092,2293200
1994-09-19,47.125000,47.328125,45.734375,45.906250,26.929047,1363400
1994-09-26,46.078125,46.531250,45.984375,46.171875,27.084867,1227600
1994-10-03,46.203125,46.296875,45.000000,45.453125,26.663237,1152600
1994-10-10,45.656250,47.328125,45.640625,47.046875,27.598133,2474700
1994-10-17,47.000000,47.234375,46.359375,46.562500,27.314009,929200
1994-10-24,46.578125,47.703125,46.000000,47.656250,27.955601,844800
1994-10-31,47.546875,47.593750,46.328125,46.328125,27.176519,798500
1994-11-07,46.437500,47.328125,46.281250,46.406250,27.222343,1216100
1994-11-14,46.609375,47.093750,46.265625,46.468750,27.258997,979200
1994-11-21,46.437500,46.578125,44.609375,45.468750,26.672390,1445600
1994-11-28,45.453125,45.953125,45.046875,45.562500,26.727400,1161700
1994-12-05,45.656250,45.812500,44.687500,45.046875,26.424934,1418400
1994-12-12,44.953125,46.031250,44.953125,45.750000,26.837389,821500
1994-12-19,45.750000,46.265625,45.609375,46.062500,27.236143,2688100
1994-12-26,46.218750,46.406250,45.562500,45.562500,26.940498,2883000
1995-01-02,45.703125,46.250000,45.687500,46.046875,27.226900,1214300
1995-01-09,46.031250,46.734375,45.812500,46.734375,27.633398,699900
1995-01-16,46.718750,47.078125,46.453125,46.546875,27.522543,496900
1995-01-23,46.234375,47.234375,46.203125,47.109375,27.855143,202800
1995-01-30,47.015625,48.109375,46.843750,48.031250,28.400242,1071100
1995-02-06,48.015625,48.468750,47.968750,48.359375,28.594261,2168800
1995-02-13,48.328125,48.765625,48.250000,48.453125,28.649693,829800
1995-02-20,48.453125,49.156250,48.421875,49.000000,28.973057,1264800
1995-02-27,48.859375,49.031250,48.484375,48.781250,28.843708,1795600
1995-03-06,48.453125,49.390625,48.218750,49.265625,29.130114,678100
