Date,Open,High,Low,Close,Adj Close,Volume
1985-09-30,110.620003,112.540001,109.855003,110.074997,110.074997,613000000
1985-10-07,110.074997,111.120003,106.750000,111.050003,111.050003,742000000
1985-10-14,111.050003,115.339996,111.050003,114.320000,114.320000,841420000
1985-10-21,114.320000,116.105003,113.425003,113.910004,113.910004,859440000
1985-10-28,113.910004,116.775002,113.205002,116.275002,116.275002,841000000
1985-11-04,116.275002,119.389999,115.824997,119.260002,119.260002,863840000
1985-11-11,119.260002,123.099998,119.180000,122.175003,122.175003,950420000
1985-11-18,122.175003,124.334999,121.730003,123.970001,123.970001,1011420000
1985-11-25,123.970001,126.434998,122.815002,126.059998,126.059998,675900000
1985-12-02,126.059998,129.889999,124.720001,126.955002,126.955002,1079600000
1985-12-09,126.955002,132.169998,126.830002,132.125000,132.125000,1184200000
1985-12-16,132.125000,133.184998,130.714996,132.259995,132.259995,1209800000
1985-12-23,132.259995,132.259995,129.304993,131.485001,131.485001,585000000
1985-12-30,131.485001,132.660004,130.000000,130.550003,130.550003,741020000
1986-01-06,130.550003,133.884995,128.054993,129.565002,129.565002,1169280000
1986-01-13,129.565002,133.600006,128.630005,132.770004,132.770004,1095580000
1986-01-20,132.770004,132.789993,128.460007,130.199997,130.199997,1074260000
1986-01-27,130.205002,134.130005,129.794998,132.925003,132.925003,1152600000
1986-02-03,132.925003,137.485001,132.925003,137.419998,137.419998,1138000000
1986-02-10,137.399994,140.630005,137.304993,140.160004,140.160004,1187800000
1986-02-17,140.160004,141.235001,138.940002,141.145004,141.145004,1069000000
1986-02-24,141.164993,141.830002,138.675003,140.425003,140.425003,1252600000
1986-03-03,140.425003,141.770004,139.565002,140.710007,140.710007,1235800000
1986-03-10,140.710007,147.449997,140.710007,147.000000,147.000000,1389800000
1986-03-17,147.000000,148.785004,145.570007,148.005005,148.005005,1380400000
1986-03-24,148.005005,149.054993,146.205002,148.375000,148.375000,966200000
1986-03-31,148.375000,149.934998,146.940002,147.035004,147.035004,1171400000
1986-04-07,147.035004,153.539993,144.830002,152.664993,152.664993,1229000000
1986-04-14,152.664993,159.860001,152.485001,157.660004,157.660004,1385600000
1986-04-21,157.660004,160.625000,156.630005,160.460007,160.460007,1351800000
